2025-12-30 17:00:51 | INFO     | log:151 | [search_batch_stream] Batch stream search from: Query_teamplate_30-12.xlsx
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tk cua toi loai gi...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tk cua toi loai gi...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Cho biet cn mo tk...' -> 'Cho biet cn mo tk...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho biet cn mo tk] - formatted_query: [Cho biet cn mo tk] - normalized_query: [Cho biet cn mo tk]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=5.6822
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho biet cn mo tk...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho biet cn mo tk...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Ktra trang thai tk NH cua toi...' -> 'Ktra trang thai tk nh cua toi...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Ktra trang thai tk NH cua toi] - formatted_query: [Ktra trang thai tk nh cua toi] - normalized_query: [Ktra trang thai tk nh cua toi]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=7.0973
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Ktra trang thai tk nh cua toi...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Ktra trang thai tk nh cua toi...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Xem ten sp + loai tien cua tk...' -> 'Xem ten sp + loai tien cua tk...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Xem ten sp + loai tien cua tk] - formatted_query: [Xem ten sp + loai tien cua tk] - normalized_query: [Xem ten sp + loai tien cua tk]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0344, max=6.3416
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem ten sp + loai tien cua tk...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Xem ten sp + loai tien cua tk...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'So tk va so du hien tai la gi...' -> 'So tk va so du hien tai la gi...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [So tk va so du hien tai la gi] - formatted_query: [So tk va so du hien tai la gi] - normalized_query: [So tk va so du hien tai la gi]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1201, max=5.4703
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'So tk va so du hien tai la gi...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Classified: 'So tk va so du hien tai la gi...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Cho biet han muc thau chi tk...' -> 'Cho biet han muc thau chi tk...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho biet han muc thau chi tk] - formatted_query: [Cho biet han muc thau chi tk] - normalized_query: [Cho biet han muc thau chi tk]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=5.0639
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho biet han muc thau chi tk...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho biet han muc thau chi tk...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Tk cua toi con hd ko...' -> 'Tk cua toi con hd ko...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tk cua toi con hd ko] - formatted_query: [Tk cua toi con hd ko] - normalized_query: [Tk cua toi con hd ko]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=2.1750
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tk cua toi con hd ko...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tk cua toi con hd ko...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Xem tt ct tk NH Proton...' -> 'Xem tt ct tk nh proton...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Xem tt ct tk NH Proton] - formatted_query: [Xem tt ct tk nh proton] - normalized_query: [Xem tt ct tk nh proton]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=5.3558
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem tt ct tk nh proton...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Xem tt ct tk nh proton...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Tài khoản của tôi, xem dùm...' -> 'Tài khoản của tôi, xem dùm...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tài khoản của tôi, xem dùm] - formatted_query: [Tài khoản của tôi, xem dùm] - normalized_query: [Tài khoản của tôi, xem dùm]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.5203, max=4.3830
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tài khoản của tôi, xem dùm...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tài khoản của tôi, xem dùm...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Trạng thái tài khoản của tôi cho xem...' -> 'Trạng thái tài khoản của tôi cho xem...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Trạng thái tài khoản của tôi cho xem] - formatted_query: [Trạng thái tài khoản của tôi cho xem] - normalized_query: [Trạng thái tài khoản của tôi cho xem]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.5203, max=11.0873
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trạng thái tài khoản của tôi c...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trạng thái tài khoản của tôi c...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trạng thái']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Trạng thái tài khoản của tôi c...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch theo trạng thái': 1}
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Về tài khoản của tôi, cho tôi xem chi ti...' -> 'Về tài khoản của tôi, cho tôi xem chi ti...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Về tài khoản của tôi, cho tôi xem chi tiết] - formatted_query: [Về tài khoản của tôi, cho tôi xem chi tiết] - normalized_query: [Về tài khoản của tôi, cho tôi xem chi tiết]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.6013, max=13.1087
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Về tài khoản của tôi, cho tôi ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Về tài khoản của tôi, cho tôi ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Trạng thái tài khoản của tôi tôi muốn bi...' -> 'Trạng thái tài khoản của tôi tôi muốn bi...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Trạng thái tài khoản của tôi tôi muốn biết] - formatted_query: [Trạng thái tài khoản của tôi tôi muốn biết] - normalized_query: [Trạng thái tài khoản của tôi tôi muốn biết]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.5203, max=9.7555
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trạng thái tài khoản của tôi t...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trạng thái tài khoản của tôi t...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trạng thái']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Trạng thái tài khoản của tôi t...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch theo trạng thái': 1}
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Cho tôi biết, trạng thái tài khoản của t...' -> 'Cho tôi biết, trạng thái tài khoản của t...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho tôi biết, trạng thái tài khoản của tôi] - formatted_query: [Cho tôi biết, trạng thái tài khoản của tôi] - normalized_query: [Cho tôi biết, trạng thái tài khoản của tôi]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.5203, max=9.7555
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi biết, trạng thái tài k...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi biết, trạng thái tài k...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trạng thái']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Cho tôi biết, trạng thái tài k...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch theo trạng thái': 1}
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Tài khoản của tôi hiện trạng thái thế nà...' -> 'Tài khoản của tôi hiện trạng thái thế nà...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tài khoản của tôi hiện trạng thái thế nào] - formatted_query: [Tài khoản của tôi hiện trạng thái thế nào] - normalized_query: [Tài khoản của tôi hiện trạng thái thế nào]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.5203, max=12.3697
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tài khoản của tôi hiện trạng t...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tài khoản của tôi hiện trạng t...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trạng thái']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tài khoản của tôi hiện trạng t...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch theo trạng thái': 1}
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Trạng thái tài khoản, giúp tôi kiểm tra...' -> 'Trạng thái tài khoản, giúp tôi kiểm tra...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Trạng thái tài khoản, giúp tôi kiểm tra] - formatted_query: [Trạng thái tài khoản, giúp tôi kiểm tra] - normalized_query: [Trạng thái tài khoản, giúp tôi kiểm tra]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3302, max=8.3801
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trạng thái tài khoản, giúp tôi...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trạng thái tài khoản, giúp tôi...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trạng thái']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Trạng thái tài khoản, giúp tôi...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch theo trạng thái': 1}
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Chi tiết trạng thái tài khoản của tôi ch...' -> 'Chi tiết trạng thái tài khoản của tôi ch...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Chi tiết trạng thái tài khoản của tôi cho tôi xem] - formatted_query: [Chi tiết trạng thái tài khoản của tôi cho tôi xem] - normalized_query: [Chi tiết trạng thái tài khoản của tôi cho tôi xem]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=3.5903, max=12.9485
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Chi tiết trạng thái tài khoản ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Chi tiết trạng thái tài khoản ...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trạng thái']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Chi tiết trạng thái tài khoản ...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch theo trạng thái': 1}
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Tài khoản của tôi, cho xem chi tiết...' -> 'Tài khoản của tôi, cho xem chi tiết...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tài khoản của tôi, cho xem chi tiết] - formatted_query: [Tài khoản của tôi, cho xem chi tiết] - normalized_query: [Tài khoản của tôi, cho xem chi tiết]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.5326, max=13.0492
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tài khoản của tôi, cho xem chi...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tài khoản của tôi, cho xem chi...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Hiện tại, số dư tài khoản là bao nhiêu...' -> 'Hiện tại, số dư tài khoản là bao nhiêu...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Hiện tại, số dư tài khoản là bao nhiêu] - formatted_query: [Hiện tại, số dư tài khoản là bao nhiêu] - normalized_query: [Hiện tại, số dư tài khoản là bao nhiêu]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.4038, max=7.7756
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hiện tại, số dư tài khoản là b...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Hiện tại, số dư tài khoản là b...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Thuộc loại nào, tài khoản của tôi...' -> 'Thuộc loại nào, tài khoản của tôi...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Thuộc loại nào, tài khoản của tôi] - formatted_query: [Thuộc loại nào, tài khoản của tôi] - normalized_query: [Thuộc loại nào, tài khoản của tôi]
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=6.8660
2025-12-30 17:00:53 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Thuộc loại nào, tài khoản của ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:53 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Thuộc loại nào, tài khoản của ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:53 | DEBUG    | log:153 | [normalize_query] 'Chi nhánh mở tài khoản, cho tôi biết...' -> 'Chi nhánh mở tài khoản, cho tôi biết...'
2025-12-30 17:00:53 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Chi nhánh mở tài khoản, cho tôi biết] - formatted_query: [Chi nhánh mở tài khoản, cho tôi biết] - normalized_query: [Chi nhánh mở tài khoản, cho tôi biết]
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.5326, max=8.1014
2025-12-30 17:00:54 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Chi nhánh mở tài khoản, cho tô...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:54 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Chi nhánh mở tài khoản, cho tô...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['chi nhánh']
2025-12-30 17:00:54 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Chi nhánh mở tài khoản, cho tô...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch theo kênh giao dịch': 1}
2025-12-30 17:00:54 | DEBUG    | log:153 | [normalize_query] 'Trạng thái tài khoản ngân hàng của tôi, ...' -> 'Trạng thái tài khoản ngân hàng của tôi, ...'
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Trạng thái tài khoản ngân hàng của tôi, kiểm tra giúp] - formatted_query: [Trạng thái tài khoản ngân hàng của tôi, kiểm tra giúp] - normalized_query: [Trạng thái tài khoản ngân hàng của tôi, kiểm tra giúp]
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3428, max=10.9505
2025-12-30 17:00:54 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trạng thái tài khoản ngân hàng...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:54 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Trạng thái tài khoản ngân hàng...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['trạng thái']
2025-12-30 17:00:54 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Trạng thái tài khoản ngân hàng...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch theo trạng thái': 1}
2025-12-30 17:00:54 | DEBUG    | log:153 | [normalize_query] 'Tên sản phẩm và loại tiền của tài khoản,...' -> 'Tên sản phẩm và loại tiền của tài khoản,...'
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tên sản phẩm và loại tiền của tài khoản, tôi muốn xem] - formatted_query: [Tên sản phẩm và loại tiền của tài khoản, tôi muốn xem] - normalized_query: [Tên sản phẩm và loại tiền của tài khoản, tôi muốn xem]
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=1.8949, max=11.4381
2025-12-30 17:00:54 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tên sản phẩm và loại tiền của ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:54 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tên sản phẩm và loại tiền của ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:54 | DEBUG    | log:153 | [normalize_query] 'Số dư hiện tại và số tài khoản của tôi l...' -> 'Số dư hiện tại và số tài khoản của tôi l...'
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Số dư hiện tại và số tài khoản của tôi là gì] - formatted_query: [Số dư hiện tại và số tài khoản của tôi là gì] - normalized_query: [Số dư hiện tại và số tài khoản của tôi là gì]
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3841, max=11.3360
2025-12-30 17:00:54 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Số dư hiện tại và số tài khoản...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:54 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Số dư hiện tại và số tài khoản...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:54 | DEBUG    | log:153 | [normalize_query] 'Hạn mức thấu chi của tài khoản, cho biết...' -> 'Hạn mức thấu chi của tài khoản, cho biết...'
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Hạn mức thấu chi của tài khoản, cho biết] - formatted_query: [Hạn mức thấu chi của tài khoản, cho biết] - normalized_query: [Hạn mức thấu chi của tài khoản, cho biết]
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.5326, max=4.9612
2025-12-30 17:00:54 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hạn mức thấu chi của tài khoản...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:54 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Hạn mức thấu chi của tài khoản...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:54 | DEBUG    | log:153 | [normalize_query] 'Còn hoạt động không, tài khoản của tôi...' -> 'Còn hoạt động không, tài khoản của tôi...'
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Còn hoạt động không, tài khoản của tôi] - formatted_query: [Còn hoạt động không, tài khoản của tôi] - normalized_query: [Còn hoạt động không, tài khoản của tôi]
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=5.1775
2025-12-30 17:00:54 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Còn hoạt động không, tài khoản...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:54 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Còn hoạt động không, tài khoản...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:54 | DEBUG    | log:153 | [normalize_query] 'Thông tin chi tiết tài khoản ngân hàng P...' -> 'Thông tin chi tiết tài khoản ngân hàng p...'
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Thông tin chi tiết tài khoản ngân hàng Proton, cho xem] - formatted_query: [Thông tin chi tiết tài khoản ngân hàng proton, cho xem] - normalized_query: [Thông tin chi tiết tài khoản ngân hàng proton, cho xem]
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.6356, max=13.1015
2025-12-30 17:00:54 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Thông tin chi tiết tài khoản n...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:54 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Thông tin chi tiết tài khoản n...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 17:00:54 | DEBUG    | log:153 | [normalize_query] 'Kiểm tra account status...' -> 'Kiểm tra account status...'
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Kiểm tra account status] - formatted_query: [Kiểm tra account status] - normalized_query: [Kiểm tra account status]
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0336, max=5.7519
2025-12-30 17:00:54 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Kiểm tra account status'
2025-12-30 17:00:54 | DEBUG    | log:153 | [normalize_query] 'Account type của tôi là gì...' -> 'Account type của tôi là gì...'
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Account type của tôi là gì] - formatted_query: [Account type của tôi là gì] - normalized_query: [Account type của tôi là gì]
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=4.3499
2025-12-30 17:00:54 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Account type của tôi là gì'
2025-12-30 17:00:54 | DEBUG    | log:153 | [normalize_query] 'Tài khoản này là loại thanh toán hay tiế...' -> 'Tài khoản này là loại thanh toán hay tiế...'
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tài khoản này là loại thanh toán hay tiết kiệm] - formatted_query: [Tài khoản này là loại thanh toán hay tiết kiệm] - normalized_query: [Tài khoản này là loại thanh toán hay tiết kiệm]
2025-12-30 17:00:54 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.3547, max=15.2364
2025-12-30 17:00:54 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tài khoản này là loại thanh to...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tài khoản']
2025-12-30 17:00:54 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tài khoản này là loại thanh to...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['thanh toán']
2025-12-30 17:00:54 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tài khoản này là loại thanh to...' | Doc: Tra cứu giao dịch th | Boost: 0.25 | Matched: ['thanh toán']
2025-12-30 17:00:54 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tài khoản này là loại thanh to...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 1, 'Tra cứu giao dịch theo loại giao dịch': 1, 'Tra cứu giao dịch thanh toán hóa đơn': 1}
2025-12-30 17:00:54 | DEBUG    | log:153 | [normalize_query] 'Cho biết loại tài khoản của tôi...' -> 'Cho biết loại tài khoản của tôi...'
