2025-12-30 16:23:16 | INFO     | log:151 | [search_batch_stream] Batch stream search from: query_1.xlsx
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0671, max=12.5671
2025-12-30 16:46:56 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem stk 0123456789 nhận tiền t...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['tk', 'stk']
2025-12-30 16:46:56 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem stk 0123456789 nhận tiền t...' | Doc: Tra cứu giao dịch nh | Boost: 0.50 | Matched: ['nhận tiền', 'nhận']
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Xem stk 0123456789 nhận tiền t...' | Scores: {'Tra cứu lịch sử giao dịch theo số tài khoản': 2, 'Tra cứu giao dịch nhận tiền': 2}
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'Sao kê tk 0123456789 với bạn ơi...' -> 'Sao kê tk 0123456789 với bạn ơi...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Sao kê tk 0123456789 với bạn ơi] - formatted_query: [Sao kê tk 0123456789 với bạn ơi] - normalized_query: [Sao kê tk 0123456789 với bạn ơi]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=16.7328
2025-12-30 16:46:56 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Sao kê tk 0123456789 với bạn ơ...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Sao kê tk 0123456789 với bạn ơ...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'check lsgd 0123456789...' -> 'Check lsgd 0123456789...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [check lsgd 0123456789] - formatted_query: [Check lsgd 0123456789] - normalized_query: [Check lsgd 0123456789]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=5.0489
2025-12-30 16:46:56 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Check lsgd 0123456789...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['ck']
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Check lsgd 0123456789...' -> Tra cứu giao dịch chuyển tiền (score=1)
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'trich xuat giao dich 0123456789...' -> 'Trich xuat giao dich 0123456789...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [trich xuat giao dich 0123456789] - formatted_query: [Trich xuat giao dich 0123456789] - normalized_query: [Trich xuat giao dich 0123456789]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1007, max=5.2535
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Trich xuat giao dich 0123456789'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] '0123456789 vua chuyen khoan cho ai ko?...' -> '0123456789 vua chuyen khoan cho ai ko...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [0123456789 vua chuyen khoan cho ai ko?] - formatted_query: [0123456789 vua chuyen khoan cho ai ko] - normalized_query: [0123456789 vua chuyen khoan cho ai ko]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0366, max=5.4979
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: '0123456789 vua chuyen khoan cho ai ko'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'Co tin nhan bien dong nao tu 0123456789 ...' -> 'Co tin nhan bien dong nao tu 0123456789 ...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Co tin nhan bien dong nao tu 0123456789 k?] - formatted_query: [Co tin nhan bien dong nao tu 0123456789 k] - normalized_query: [Co tin nhan bien dong nao tu 0123456789 k]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0336, max=9.7713
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Co tin nhan bien dong nao tu 0123456789 k'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'Xac thuc giao dich cho stk 0123456789...' -> 'Xac thuc giao dich cho stk 0123456789...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Xac thuc giao dich cho stk 0123456789] - formatted_query: [Xac thuc giao dich cho stk 0123456789] - normalized_query: [Xac thuc giao dich cho stk 0123456789]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.2230, max=14.0195
2025-12-30 16:46:56 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xac thuc giao dich cho stk 012...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['tk', 'stk']
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Xac thuc giao dich cho stk 012...' -> Tra cứu lịch sử giao dịch theo (score=2)
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'Bang ke chi tiet cho 0123456789...' -> 'Bang ke chi tiet cho 0123456789...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Bang ke chi tiet cho 0123456789] - formatted_query: [Bang ke chi tiet cho 0123456789] - normalized_query: [Bang ke chi tiet cho 0123456789]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0344, max=10.1062
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Bang ke chi tiet cho 0123456789'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] '0123456789 lich su...' -> '0123456789 lich su...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [0123456789 lich su] - formatted_query: [0123456789 lich su] - normalized_query: [0123456789 lich su]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0321, max=5.1430
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: '0123456789 lich su'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'soi ho minh tk 0123456789...' -> 'Soi ho minh tk 0123456789...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [soi ho minh tk 0123456789] - formatted_query: [Soi ho minh tk 0123456789] - normalized_query: [Soi ho minh tk 0123456789]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=8.5562
2025-12-30 16:46:56 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Soi ho minh tk 0123456789...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Soi ho minh tk 0123456789...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'du lieu giao dich cua 0123456789 dau?...' -> 'Du lieu giao dich cua 0123456789 dau...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [du lieu giao dich cua 0123456789 dau?] - formatted_query: [Du lieu giao dich cua 0123456789 dau] - normalized_query: [Du lieu giao dich cua 0123456789 dau]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.2349, max=9.3219
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Du lieu giao dich cua 0123456789 dau'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'lay sao ke thang nay cua 0123456789...' -> 'Lay sao ke thang nay cua 0123456789...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [lay sao ke thang nay cua 0123456789] - formatted_query: [Lay sao ke thang nay cua 0123456789] - normalized_query: [Lay sao ke thang nay cua 0123456789]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0336, max=12.0524
2025-12-30 16:46:56 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Lay sao ke thang nay cua 01234...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['nay']
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Lay sao ke thang nay cua 01234...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'bot ơi check 0123456789...' -> 'Bot ơi check 0123456789...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [bot ơi check 0123456789] - formatted_query: [Bot ơi check 0123456789] - normalized_query: [Bot ơi check 0123456789]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=5.0489
2025-12-30 16:46:56 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Bot ơi check 0123456789...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['ck']
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Bot ơi check 0123456789...' -> Tra cứu giao dịch chuyển tiền (score=1)
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'xem dong tien cua 0123456789...' -> 'Xem dong tien cua 0123456789...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [xem dong tien cua 0123456789] - formatted_query: [Xem dong tien cua 0123456789] - normalized_query: [Xem dong tien cua 0123456789]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0336, max=8.2477
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Xem dong tien cua 0123456789'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'tk 0123456789 co ai chuyen tien vao ko?...' -> 'Tk 0123456789 co ai chuyen tien vao ko...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [tk 0123456789 co ai chuyen tien vao ko?] - formatted_query: [Tk 0123456789 co ai chuyen tien vao ko] - normalized_query: [Tk 0123456789 co ai chuyen tien vao ko]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0714, max=10.1046
2025-12-30 16:46:56 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tk 0123456789 co ai chuyen tie...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tk 0123456789 co ai chuyen tie...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'tim kiem gd gan nhat 0123456789...' -> 'Tim kiem gd gan nhat 0123456789...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [tim kiem gd gan nhat 0123456789] - formatted_query: [Tim kiem gd gan nhat 0123456789] - normalized_query: [Tim kiem gd gan nhat 0123456789]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=9.7925
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Tim kiem gd gan nhat 0123456789'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'xem lai cac lenh chuyen 0123456789...' -> 'Xem lai cac lenh chuyen 0123456789...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [xem lai cac lenh chuyen 0123456789] - formatted_query: [Xem lai cac lenh chuyen 0123456789] - normalized_query: [Xem lai cac lenh chuyen 0123456789]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0671, max=8.2655
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Xem lai cac lenh chuyen 0123456789'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] '0123456789 bdsd...' -> '0123456789 bdsd...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [0123456789 bdsd] - formatted_query: [0123456789 bdsd] - normalized_query: [0123456789 bdsd]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=5.0489
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: '0123456789 bdsd'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'cho xem toan bo lich su 0123456789...' -> 'Cho xem toan bo lich su 0123456789...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [cho xem toan bo lich su 0123456789] - formatted_query: [Cho xem toan bo lich su 0123456789] - normalized_query: [Cho xem toan bo lich su 0123456789]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0687, max=8.3766
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Cho xem toan bo lich su 0123456789'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'quet lich su giao dich stk 0123456789...' -> 'Quet lich su giao dich stk 0123456789...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [quet lich su giao dich stk 0123456789] - formatted_query: [Quet lich su giao dich stk 0123456789] - normalized_query: [Quet lich su giao dich stk 0123456789]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.2014, max=14.0843
2025-12-30 16:46:56 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Quet lich su giao dich stk 012...' | Doc: Tra cứu lịch sử giao | Boost: 0.50 | Matched: ['tk', 'stk']
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Quet lich su giao dich stk 012...' -> Tra cứu lịch sử giao dịch theo (score=2)
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] '0123456789 giao dich ntn...' -> '0123456789 giao dich ntn...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [0123456789 giao dich ntn] - formatted_query: [0123456789 giao dich ntn] - normalized_query: [0123456789 giao dich ntn]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1007, max=7.9181
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: '0123456789 giao dich ntn'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'filter lich su 0123456789 cho minh...' -> 'Filter lich su 0123456789 cho minh...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [filter lich su 0123456789 cho minh] - formatted_query: [Filter lich su 0123456789 cho minh] - normalized_query: [Filter lich su 0123456789 cho minh]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0321, max=5.1430
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Filter lich su 0123456789 cho minh'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'xem bien dong so du gan day 0123456789...' -> 'Xem bien dong so du gan day 0123456789...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [xem bien dong so du gan day 0123456789] - formatted_query: [Xem bien dong so du gan day 0123456789] - normalized_query: [Xem bien dong so du gan day 0123456789]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1007, max=8.3160
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Xem bien dong so du gan day 0123456789'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'lich su gd 0123456789 co j hot ko...' -> 'Lich su gd 0123456789 co j hot ko...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [lich su gd 0123456789 co j hot ko] - formatted_query: [Lich su gd 0123456789 co j hot ko] - normalized_query: [Lich su gd 0123456789 co j hot ko]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0358, max=6.6199
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Lich su gd 0123456789 co j hot ko'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'kiem tra thong so giao dich 0123456789...' -> 'Kiem tra thong so giao dich 0123456789...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [kiem tra thong so giao dich 0123456789] - formatted_query: [Kiem tra thong so giao dich 0123456789] - normalized_query: [Kiem tra thong so giao dich 0123456789]
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.2014, max=10.9697
2025-12-30 16:46:56 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Kiem tra thong so giao dich 0123456789'
2025-12-30 16:46:56 | DEBUG    | log:153 | [normalize_query] 'xem giup cac giao dich da thuc hien 0123...' -> 'Xem giup cac giao dich da thuc hien 0123...'
2025-12-30 16:46:56 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [xem giup cac giao dich da thuc hien 0123456789] - formatted_query: [Xem giup cac giao dich da thuc hien 0123456789] - normalized_query: [Xem giup cac giao dich da thuc hien 0123456789]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1342, max=9.7982
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Xem giup cac giao dich da thuc hien 0123456789'
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] 'cho tui coi ls 0123456789...' -> 'Cho tui coi ls 0123456789...'
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [cho tui coi ls 0123456789] - formatted_query: [Cho tui coi ls 0123456789] - normalized_query: [Cho tui coi ls 0123456789]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=5.0489
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Cho tui coi ls 0123456789'
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] '0123456789 co bao nhieu gd roi...' -> '0123456789 co bao nhieu gd roi...'
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [0123456789 co bao nhieu gd roi] - formatted_query: [0123456789 co bao nhieu gd roi] - normalized_query: [0123456789 co bao nhieu gd roi]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0178, max=7.7246
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: '0123456789 co bao nhieu gd roi'
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] 'xem chi tiet thu chi 0123456789...' -> 'Xem chi tiet thu chi 0123456789...'
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [xem chi tiet thu chi 0123456789] - formatted_query: [Xem chi tiet thu chi 0123456789] - normalized_query: [Xem chi tiet thu chi 0123456789]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0344, max=13.1956
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Xem chi tiet thu chi 0123456789'
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] '0123456789 sao ke moi nhat...' -> '0123456789 sao ke moi nhat...'
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [0123456789 sao ke moi nhat] - formatted_query: [0123456789 sao ke moi nhat] - normalized_query: [0123456789 sao ke moi nhat]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=9.1372
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: '0123456789 sao ke moi nhat'
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] 'mo nhat ky gd 0123456789...' -> 'Mo nhat ky gd 0123456789...'
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [mo nhat ky gd 0123456789] - formatted_query: [Mo nhat ky gd 0123456789] - normalized_query: [Mo nhat ky gd 0123456789]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=6.3813
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Mo nhat ky gd 0123456789'
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] '0123456789 co phat sinh gd nao ko...' -> '0123456789 co phat sinh gd nao ko...'
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [0123456789 co phat sinh gd nao ko] - formatted_query: [0123456789 co phat sinh gd nao ko] - normalized_query: [0123456789 co phat sinh gd nao ko]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=13.8176
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: '0123456789 co phat sinh gd nao ko'
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] 'truy xuat nhat ky tk 0123456789...' -> 'Truy xuat nhat ky tk 0123456789...'
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [truy xuat nhat ky tk 0123456789] - formatted_query: [Truy xuat nhat ky tk 0123456789] - normalized_query: [Truy xuat nhat ky tk 0123456789]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0182, max=8.5741
2025-12-30 16:46:57 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Truy xuat nhat ky tk 012345678...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Truy xuat nhat ky tk 012345678...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] 'lich su luan chuyen tien 0123456789...' -> 'Lich su luan chuyen tien 0123456789...'
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [lich su luan chuyen tien 0123456789] - formatted_query: [Lich su luan chuyen tien 0123456789] - normalized_query: [Lich su luan chuyen tien 0123456789]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1182, max=5.2144
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Lich su luan chuyen tien 0123456789'
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] 'xem log giao dich 0123456789...' -> 'Xem log giao dich 0123456789...'
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [xem log giao dich 0123456789] - formatted_query: [Xem log giao dich 0123456789] - normalized_query: [Xem log giao dich 0123456789]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.1007, max=8.4344
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Xem log giao dich 0123456789'
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] 'check log 0123456789...' -> 'Check log 0123456789...'
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [check log 0123456789] - formatted_query: [Check log 0123456789] - normalized_query: [Check log 0123456789]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=5.0489
2025-12-30 16:46:57 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Check log 0123456789...' | Doc: Tra cứu giao dịch ch | Boost: 0.25 | Matched: ['ck']
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Check log 0123456789...' -> Tra cứu giao dịch chuyển tiền (score=1)
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] 'lay danh sach chuyen khoan 0123456789...' -> 'Lay danh sach chuyen khoan 0123456789...'
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [lay danh sach chuyen khoan 0123456789] - formatted_query: [Lay danh sach chuyen khoan 0123456789] - normalized_query: [Lay danh sach chuyen khoan 0123456789]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0549, max=16.8653
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: 'Lay danh sach chuyen khoan 0123456789'
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] 'thong tin bdsd tk 0123456789...' -> 'Thong tin bdsd tk 0123456789...'
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [thong tin bdsd tk 0123456789] - formatted_query: [Thong tin bdsd tk 0123456789] - normalized_query: [Thong tin bdsd tk 0123456789]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0481, max=8.6437
2025-12-30 16:46:57 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Thong tin bdsd tk 0123456789...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Thong tin bdsd tk 0123456789...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] 'cho m xem bien dong tk 0123456789...' -> 'Cho m xem bien dong tk 0123456789...'
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [cho m xem bien dong tk 0123456789] - formatted_query: [Cho m xem bien dong tk 0123456789] - normalized_query: [Cho m xem bien dong tk 0123456789]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=11.7371
2025-12-30 16:46:57 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho m xem bien dong tk 0123456...' | Doc: Tra cứu lịch sử giao | Boost: 0.25 | Matched: ['tk']
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho m xem bien dong tk 0123456...' -> Tra cứu lịch sử giao dịch theo (score=1)
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] '0123456789 history...' -> '0123456789 history...'
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [0123456789 history] - formatted_query: [0123456789 history] - normalized_query: [0123456789 history]
2025-12-30 16:46:57 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=0.0000, max=5.0489
2025-12-30 16:46:57 | DEBUG    | log:153 | [classify_query_intent] No keyword matches found in: '0123456789 history'
2025-12-30 16:46:57 | DEBUG    | log:153 | [normalize_query] 'xem lich su bank 0123456789...' -> 'Xem lich su bank 0123456789...'
