2025-12-31 11:00:08 | INFO     | log:151 | [search_batch_stream] Batch stream search from: quick-test.xlsx
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho tôi biết những giao dịch thanh toán nào chưa được duyệt] - formatted_query: [Cho tôi biết những giao dịch thanh toán nào chưa được duyệt] - normalized_query: [Cho tôi biết những giao dịch thanh toán nào chưa được duyệt]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=13.2244, max=29.8300
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi biết những giao dịch t...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chưa được duyệt']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi biết những giao dịch t...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['thanh toán']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Cho tôi biết những giao dịch t...' | Scores: {'getTransactionList | Tra cứu giao dịch đang chờ xử lý hoặc chờ duyệt': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo loại giao dịch': 1}
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Liệt kê các lệnh chuyển tiền chưa phê du...' -> 'Liệt kê các lệnh chuyển tiền chưa phê du...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Liệt kê các lệnh chuyển tiền chưa phê duyệt] - formatted_query: [Liệt kê các lệnh chuyển tiền chưa phê duyệt] - normalized_query: [Liệt kê các lệnh chuyển tiền chưa phê duyệt]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=19.2640, max=28.1699
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê các lệnh chuyển tiền c...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chuyển tiền']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Liệt kê các lệnh chuyển tiền c...' -> getTransactionList | Tra cứu g (score=1)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Các giao dịch nào thuộc loại hóa đơn hiệ...' -> 'Các giao dịch nào thuộc loại hóa đơn hiệ...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Các giao dịch nào thuộc loại hóa đơn hiện tại chưa được duyệt] - formatted_query: [Các giao dịch nào thuộc loại hóa đơn hiện tại chưa được duyệt] - normalized_query: [Các giao dịch nào thuộc loại hóa đơn hiện tại chưa được duyệt]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=14.7218, max=31.3942
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các giao dịch nào thuộc loại h...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chưa được duyệt']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Các giao dịch nào thuộc loại h...' -> getTransactionList | Tra cứu g (score=1)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Xem danh sách giao dịch thẻ đang chờ xử ...' -> 'Xem danh sách giao dịch thẻ đang chờ xử ...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Xem danh sách giao dịch thẻ đang chờ xử lý] - formatted_query: [Xem danh sách giao dịch thẻ đang chờ xử lý] - normalized_query: [Xem danh sách giao dịch thẻ đang chờ xử lý]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=12.4662, max=25.3755
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem danh sách giao dịch thẻ đa...' | Doc: getTransactionList | | Boost: 0.50 | Matched: ['chờ xử lý', 'đang chờ']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem danh sách giao dịch thẻ đa...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ xử lý']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem danh sách giao dịch thẻ đa...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ xử lý']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem danh sách giao dịch thẻ đa...' | Doc: getTransactionList | | Boost: 0.75 | Matched: ['chờ xử lý', 'thẻ', 'giao dịch thẻ']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem danh sách giao dịch thẻ đa...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ xử lý']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Xem danh sách giao dịch thẻ đa...' -> getTransactionList | Tra cứu g (score=3)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Hiển thị toàn bộ giao dịch thanh toán ch...' -> 'Hiển thị toàn bộ giao dịch thanh toán ch...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Hiển thị toàn bộ giao dịch thanh toán chưa phê duyệt] - formatted_query: [Hiển thị toàn bộ giao dịch thanh toán chưa phê duyệt] - normalized_query: [Hiển thị toàn bộ giao dịch thanh toán chưa phê duyệt]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=20.3911, max=38.9034
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hiển thị toàn bộ giao dịch tha...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['toàn bộ']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hiển thị toàn bộ giao dịch tha...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['thanh toán']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Hiển thị toàn bộ giao dịch tha...' | Scores: {'getTransactionList | Tra cứu giao dịch đang chờ xử lý hoặc chờ duyệt': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo loại giao dịch': 1}
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Có giao dịch chuyển khoản nào đang bị tr...' -> 'Có giao dịch chuyển khoản nào đang bị tr...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Có giao dịch chuyển khoản nào đang bị treo không] - formatted_query: [Có giao dịch chuyển khoản nào đang bị treo không] - normalized_query: [Có giao dịch chuyển khoản nào đang bị treo không]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=14.0145, max=28.2826
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Có giao dịch chuyển khoản nào ...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chuyển khoản']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Có giao dịch chuyển khoản nào ...' -> getTransactionList | Tra cứu g (score=1)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Cho tôi xem các giao dịch thẻ chưa xử lý...' -> 'Cho tôi xem các giao dịch thẻ chưa xử lý...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho tôi xem các giao dịch thẻ chưa xử lý] - formatted_query: [Cho tôi xem các giao dịch thẻ chưa xử lý] - normalized_query: [Cho tôi xem các giao dịch thẻ chưa xử lý]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=5.5357, max=16.9808
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi xem các giao dịch thẻ ...' | Doc: getTransactionList | | Boost: 0.50 | Matched: ['thẻ', 'giao dịch thẻ']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho tôi xem các giao dịch thẻ ...' -> getTransactionList | Tra cứu g (score=2)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Liệt kê tất cả giao dịch cần duyệt theo ...' -> 'Liệt kê tất cả giao dịch cần duyệt theo ...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Liệt kê tất cả giao dịch cần duyệt theo loại thanh toán] - formatted_query: [Liệt kê tất cả giao dịch cần duyệt theo loại thanh toán] - normalized_query: [Liệt kê tất cả giao dịch cần duyệt theo loại thanh toán]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=22.8867, max=39.5221
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê tất cả giao dịch cần d...' | Doc: getTransactionList | | Boost: 0.50 | Matched: ['cần duyệt', 'tất cả']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê tất cả giao dịch cần d...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['thanh toán']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Liệt kê tất cả giao dịch cần d...' -> getTransactionList | Tra cứu g (score=2)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Cho tôi xem các giao dịch trên 500 triệu...' -> 'Cho tôi xem các giao dịch trên 500 triệu...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho tôi xem các giao dịch trên 500 triệu đang chờ duyệt] - formatted_query: [Cho tôi xem các giao dịch trên 500 triệu đang chờ duyệt] - normalized_query: [Cho tôi xem các giao dịch trên 500 triệu đang chờ duyệt]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=6.0136, max=31.8875
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi xem các giao dịch trên...' | Doc: getTransactionList | | Boost: 0.50 | Matched: ['chờ duyệt', 'đang chờ']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi xem các giao dịch trên...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ duyệt']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi xem các giao dịch trên...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ duyệt']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi xem các giao dịch trên...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ duyệt']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi xem các giao dịch trên...' | Doc: getTransactionList | | Boost: 0.75 | Matched: ['chờ duyệt', 'trên', 'triệu']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho tôi xem các giao dịch trên...' -> getTransactionList | Tra cứu g (score=3)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Liệt kê toàn bộ giao dịch trên 500 triệu...' -> 'Liệt kê toàn bộ giao dịch trên 500 triệu...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Liệt kê toàn bộ giao dịch trên 500 triệu chưa được phê duyệt] - formatted_query: [Liệt kê toàn bộ giao dịch trên 500 triệu chưa được phê duyệt] - normalized_query: [Liệt kê toàn bộ giao dịch trên 500 triệu chưa được phê duyệt]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=18.7792, max=48.4146
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê toàn bộ giao dịch trên...' | Doc: getTransactionList | | Boost: 0.50 | Matched: ['chưa được phê duyệt', 'toàn bộ']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê toàn bộ giao dịch trên...' | Doc: getTransactionList | | Boost: 0.50 | Matched: ['trên', 'triệu']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Liệt kê toàn bộ giao dịch trên...' | Scores: {'getTransactionList | Tra cứu giao dịch đang chờ xử lý hoặc chờ duyệt': 2, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo số tiền hoặc hạn mức': 2}
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Có giao dịch nào trên 1 tỷ đang pending ...' -> 'Có giao dịch nào trên 1 tỷ đang pending ...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Có giao dịch nào trên 1 tỷ đang pending không] - formatted_query: [Có giao dịch nào trên 1 tỷ đang pending không] - normalized_query: [Có giao dịch nào trên 1 tỷ đang pending không]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=16.0757, max=32.0213
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Có giao dịch nào trên 1 tỷ đan...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Có giao dịch nào trên 1 tỷ đan...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Có giao dịch nào trên 1 tỷ đan...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Có giao dịch nào trên 1 tỷ đan...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Có giao dịch nào trên 1 tỷ đan...' | Doc: getTransactionList | | Boost: 0.75 | Matched: ['pending', 'trên', 'tỷ']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Có giao dịch nào trên 1 tỷ đan...' -> getTransactionList | Tra cứu g (score=3)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Hiển thị danh sách giao dịch chưa hoàn t...' -> 'Hiển thị danh sách giao dịch chưa hoàn t...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Hiển thị danh sách giao dịch chưa hoàn tất với số tiền từ 200 triệu trở lên] - formatted_query: [Hiển thị danh sách giao dịch chưa hoàn tất với số tiền từ 200 triệu trở lên] - normalized_query: [Hiển thị danh sách giao dịch chưa hoàn tất với số tiền từ 200 triệu trở lên]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=25.0440, max=51.0044
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hiển thị danh sách giao dịch c...' | Doc: getTransactionList | | Boost: 0.75 | Matched: ['số tiền', 'từ', 'triệu']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Hiển thị danh sách giao dịch c...' -> getTransactionList | Tra cứu g (score=3)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Tôi muốn xem tất cả giao dịch trên 500 t...' -> 'Tôi muốn xem tất cả giao dịch trên 500 t...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tôi muốn xem tất cả giao dịch trên 500 triệu đang chờ xử lý] - formatted_query: [Tôi muốn xem tất cả giao dịch trên 500 triệu đang chờ xử lý] - normalized_query: [Tôi muốn xem tất cả giao dịch trên 500 triệu đang chờ xử lý]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=12.8998, max=43.7128
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn xem tất cả giao dịch ...' | Doc: getTransactionList | | Boost: 0.75 | Matched: ['chờ xử lý', 'đang chờ', 'tất cả']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn xem tất cả giao dịch ...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ xử lý']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn xem tất cả giao dịch ...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ xử lý']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn xem tất cả giao dịch ...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ xử lý']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn xem tất cả giao dịch ...' | Doc: getTransactionList | | Boost: 0.75 | Matched: ['chờ xử lý', 'trên', 'triệu']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Ambiguous: 'Tôi muốn xem tất cả giao dịch ...' | Scores: {'getTransactionList | Tra cứu giao dịch đang chờ xử lý hoặc chờ duyệt': 3, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo số tài khoản nguồn': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo khoảng thời gian': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo loại giao dịch': 1, 'getTransactionList | Tra cứu giao dịch chờ duyệt theo số tiền hoặc hạn mức': 3}
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Các lệnh chuyển tiền nào trên 100 triệu ...' -> 'Các lệnh chuyển tiền nào trên 100 triệu ...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Các lệnh chuyển tiền nào trên 100 triệu chưa được duyệt] - formatted_query: [Các lệnh chuyển tiền nào trên 100 triệu chưa được duyệt] - normalized_query: [Các lệnh chuyển tiền nào trên 100 triệu chưa được duyệt]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=13.7549, max=31.7678
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các lệnh chuyển tiền nào trên ...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chưa được duyệt']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các lệnh chuyển tiền nào trên ...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chuyển tiền']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Các lệnh chuyển tiền nào trên ...' | Doc: getTransactionList | | Boost: 0.50 | Matched: ['trên', 'triệu']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Các lệnh chuyển tiền nào trên ...' -> getTransactionList | Tra cứu g (score=2)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Cho biết giao dịch nào trên 500 triệu ch...' -> 'Cho biết giao dịch nào trên 500 triệu ch...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho biết giao dịch nào trên 500 triệu chưa được phê duyệt] - formatted_query: [Cho biết giao dịch nào trên 500 triệu chưa được phê duyệt] - normalized_query: [Cho biết giao dịch nào trên 500 triệu chưa được phê duyệt]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=16.3682, max=41.0774
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho biết giao dịch nào trên 50...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chưa được phê duyệt']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho biết giao dịch nào trên 50...' | Doc: getTransactionList | | Boost: 0.50 | Matched: ['trên', 'triệu']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Cho biết giao dịch nào trên 50...' -> getTransactionList | Tra cứu g (score=2)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Liệt kê các giao dịch bị treo với hạn mứ...' -> 'Liệt kê các giao dịch bị treo với hạn mứ...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Liệt kê các giao dịch bị treo với hạn mức trên 50 triệu] - formatted_query: [Liệt kê các giao dịch bị treo với hạn mức trên 50 triệu] - normalized_query: [Liệt kê các giao dịch bị treo với hạn mức trên 50 triệu]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=10.7787, max=33.8277
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Liệt kê các giao dịch bị treo ...' | Doc: getTransactionList | | Boost: 0.75 | Matched: ['hạn mức', 'trên', 'triệu']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Liệt kê các giao dịch bị treo ...' -> getTransactionList | Tra cứu g (score=3)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Xem toàn bộ giao dịch chưa duyệt có số t...' -> 'Xem toàn bộ giao dịch chưa duyệt có số t...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Xem toàn bộ giao dịch chưa duyệt có số tiền từ 10 triệu trở lên] - formatted_query: [Xem toàn bộ giao dịch chưa duyệt có số tiền từ 10 triệu trở lên] - normalized_query: [Xem toàn bộ giao dịch chưa duyệt có số tiền từ 10 triệu trở lên]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=17.8816, max=47.4125
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem toàn bộ giao dịch chưa duy...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['toàn bộ']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Xem toàn bộ giao dịch chưa duy...' | Doc: getTransactionList | | Boost: 0.75 | Matched: ['số tiền', 'từ', 'triệu']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Xem toàn bộ giao dịch chưa duy...' -> getTransactionList | Tra cứu g (score=3)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Có giao dịch nào trên 2 tỷ đang ở trạng ...' -> 'Có giao dịch nào trên 2 tỷ đang ở trạng ...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Có giao dịch nào trên 2 tỷ đang ở trạng thái “chờ duyệt” không] - formatted_query: [Có giao dịch nào trên 2 tỷ đang ở trạng thái “chờ duyệt” không] - normalized_query: [Có giao dịch nào trên 2 tỷ đang ở trạng thái “chờ duyệt” không]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=14.1416, max=34.5637
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Có giao dịch nào trên 2 tỷ đan...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ duyệt']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Có giao dịch nào trên 2 tỷ đan...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ duyệt']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Có giao dịch nào trên 2 tỷ đan...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ duyệt']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Có giao dịch nào trên 2 tỷ đan...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chờ duyệt']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Có giao dịch nào trên 2 tỷ đan...' | Doc: getTransactionList | | Boost: 0.75 | Matched: ['chờ duyệt', 'trên', 'tỷ']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Có giao dịch nào trên 2 tỷ đan...' -> getTransactionList | Tra cứu g (score=3)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Hiển thị các lệnh chưa được xử lý với số...' -> 'Hiển thị các lệnh chưa được xử lý với số...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Hiển thị các lệnh chưa được xử lý với số tiền lớn trên 500 triệu] - formatted_query: [Hiển thị các lệnh chưa được xử lý với số tiền lớn trên 500 triệu] - normalized_query: [Hiển thị các lệnh chưa được xử lý với số tiền lớn trên 500 triệu]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=9.9419, max=38.6474
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Hiển thị các lệnh chưa được xử...' | Doc: getTransactionList | | Boost: 0.75 | Matched: ['số tiền', 'trên', 'triệu']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Hiển thị các lệnh chưa được xử...' -> getTransactionList | Tra cứu g (score=3)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Tôi muốn kiểm tra các giao dịch trên 500...' -> 'Tôi muốn kiểm tra các giao dịch trên 500...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Tôi muốn kiểm tra các giao dịch trên 500 triệu đang pending] - formatted_query: [Tôi muốn kiểm tra các giao dịch trên 500 triệu đang pending] - normalized_query: [Tôi muốn kiểm tra các giao dịch trên 500 triệu đang pending]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=9.2488, max=34.1438
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn kiểm tra các giao dịc...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn kiểm tra các giao dịc...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn kiểm tra các giao dịc...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn kiểm tra các giao dịc...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['pending']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Tôi muốn kiểm tra các giao dịc...' | Doc: getTransactionList | | Boost: 0.75 | Matched: ['pending', 'trên', 'triệu']
2025-12-31 11:04:03 | DEBUG    | log:153 | [classify_query_intent] Classified: 'Tôi muốn kiểm tra các giao dịc...' -> getTransactionList | Tra cứu g (score=3)
2025-12-31 11:04:03 | DEBUG    | log:153 | [normalize_query] 'Cho tôi biết những giao dịch nào chưa đư...' -> 'Cho tôi biết những giao dịch nào chưa đư...'
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] query_text: [Cho tôi biết những giao dịch nào chưa được duyệt với số tiền trên 300 triệu] - formatted_query: [Cho tôi biết những giao dịch nào chưa được duyệt với số tiền trên 300 triệu] - normalized_query: [Cho tôi biết những giao dịch nào chưa được duyệt với số tiền trên 300 triệu]
2025-12-31 11:04:03 | DEBUG    | log:153 | [perform_hybrid_search] BM25 raw scores: min=17.2978, max=33.9603
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi biết những giao dịch n...' | Doc: getTransactionList | | Boost: 0.25 | Matched: ['chưa được duyệt']
2025-12-31 11:04:03 | DEBUG    | log:153 | [get_keyword_boost] Query: 'Cho tôi biết những giao dịch n...' | Doc: getTransactionList | | Boost: 0.75 | Matched: ['số tiền', 'trên', 'triệu']
